tag_num,sex,dob,calf_birth_weight,calf_wean_weight,wean_date,cow_weight,year,wean_age,calf_weight_gained,calf_weight_gained_per_day,weight_gained_as_perc_of_cow,weight_gained_as_perc_of_cow_per_day,id
5430,S,2019-04-14,78,606,2019-10-10,1355,2019,179,528,2.9497206703910615,0.3896678966789668,0.0021769156239048425,5430_2019
5586,S,2019-03-27,76,NA,2019-10-10,1600,2019,197,NA,NA,NA,NA,5586_2019
5715,H,2019-04-08,78,566,2019-10-10,1560,2019,185,488,2.637837837837838,0.3128205128205128,0.001690921690921691,5715_2019
6126,NA,NA,NA,NA,2019-10-10,1245,2019,NA,NA,NA,NA,NA,6126_2019
6148,H,2019-04-10,58,419,2019-10-10,1015,2019,183,361,1.9726775956284153,0.3556650246305419,0.0019435247247570596,6148_2019
6152,H,2019-03-14,60,624,2019-10-10,1230,2019,210,564,2.6857142857142855,0.4585365853658537,0.002183507549361208,6152_2019
6153,H,2019-04-03,66,538,2019-10-10,1355,2019,190,472,2.4842105263157896,0.34833948339483395,0.0018333657020780734,6153_2019
6154,NA,NA,NA,470,2019-10-10,1400,2019,NA,NA,NA,NA,NA,6154_2019
6155,H,2019-03-11,72,548,2019-10-10,1145,2019,213,476,2.2347417840375585,0.41572052401746723,0.0019517395493777803,6155_2019
6156,H,2019-04-01,63,584,2019-10-10,1200,2019,192,521,2.7135416666666665,0.43416666666666665,0.0022612847222222223,6156_2019
6157,H,2019-04-16,70,430,2019-10-10,1295,2019,177,360,2.0338983050847457,0.277992277992278,0.0015705778417642825,6157_2019
6158,S,2019-03-16,90,564,2019-10-10,1255,2019,208,474,2.2788461538461537,0.3776892430278884,0.0018158136684033098,6158_2019
6159,S,2019-03-10,75,564,2019-10-10,1235,2019,214,489,2.2850467289719627,0.39595141700404857,0.0018502402663740586,6159_2019
6161,B,2019-03-12,76,556,2019-10-10,1290,2019,212,480,2.2641509433962264,0.37209302325581395,0.0017551557700745941,6161_2019
6162,H,2019-03-15,55,568,2019-10-10,1135,2019,209,513,2.4545454545454546,0.45198237885462555,0.0021625951141369644,6162_2019
6164,H,2019-04-11,75,542,2019-10-10,NA,2019,182,467,2.565934065934066,NA,NA,6164_2019
6165,S,2019-03-31,73,586,2019-10-10,1310,2019,193,513,2.6580310880829017,0.3916030534351145,0.0020290313649487797,6165_2019
6166,H,2019-03-10,53,422,2019-10-10,1435,2019,214,369,1.7242990654205608,0.2571428571428571,0.0012016021361815753,6166_2019
6167,H,2019-04-19,59,474,2019-10-10,1005,2019,174,415,2.3850574712643677,0.4129353233830846,0.0023731915136958885,6167_2019
6168,H,2019-03-06,66,532,2019-10-10,1330,2019,218,466,2.1376146788990824,0.35037593984962406,0.0016072290818790094,6168_2019
6169,S,2019-03-10,75,566,2019-10-10,1485,2019,214,491,2.294392523364486,0.3306397306397306,0.001545045470279115,6169_2019
6171,S,2019-03-21,79,554,2019-10-10,1250,2019,203,475,2.3399014778325125,0.38,0.00187192118226601,6171_2019
6172,H,2019-04-11,61,542,2019-10-10,1390,2019,182,481,2.642857142857143,0.3460431654676259,0.0019013360739979447,6172_2019
6179,S,2019-03-31,67,510,2019-10-10,1040,2019,193,443,2.295336787564767,0.42596153846153845,0.0022070546034276602,6179_2019
6183,H,2019-03-29,64,464,2019-10-10,1040,2019,195,400,2.051282051282051,0.38461538461538464,0.0019723865877712033,6183_2019
6527,S,2019-03-31,75,626,2019-10-10,1300,2019,193,551,2.854922279792746,0.4238461538461539,0.0021960940613790355,6527_2019
6884,S,2019-04-22,77,534,2019-10-10,1320,2019,171,457,2.672514619883041,0.3462121212121212,0.0020246322877901825,6884_2019
7148,B,2019-05-11,64,339,2019-10-10,906,2019,152,275,1.8092105263157894,0.30353200883002207,0.0019969211107238294,7148_2019
7156,NA,NA,NA,286,2019-10-10,806,2019,NA,NA,NA,NA,NA,7156_2019
7167,H,2019-05-06,58,413,2019-10-10,930,2019,157,355,2.261146496815287,0.3817204301075269,0.002431340319156222,7167_2019
7192,H,2019-03-20,95,614,2019-10-10,1185,2019,204,519,2.5441176470588234,0.4379746835443038,0.002146934723256391,7192_2019
7195,S,2019-03-19,100,542,2019-10-10,1285,2019,205,442,2.15609756097561,0.34396887159533074,0.0016778969346113695,7195_2019
7196,S,2019-03-03,80,NA,2019-10-10,1285,2019,221,NA,NA,NA,NA,7196_2019
7197,S,2019-02-28,73,590,2019-10-10,1225,2019,224,517,2.3080357142857144,0.4220408163265306,0.0018841107871720116,7197_2019
7198,S,2019-03-17,80,560,2019-10-10,1145,2019,207,480,2.318840579710145,0.4192139737991266,0.002025188279222834,7198_2019
7199,B,2019-03-01,74,NA,2019-10-10,1140,2019,223,NA,NA,NA,NA,7199_2019
7200,H,2019-03-17,55,576,2019-10-10,1215,2019,207,521,2.5169082125603865,0.4288065843621399,0.002071529393053816,7200_2019
7201,S,2019-03-15,80,622,2019-10-10,1265,2019,209,542,2.5933014354066986,0.42845849802371544,0.0020500406604005523,7201_2019
7202,S,2019-03-17,55,545,2019-10-10,1000,2019,207,490,2.367149758454106,0.49,0.002367149758454106,7202_2019
7203,S,2019-02-26,76,628,2019-10-10,1210,2019,226,552,2.4424778761061945,0.456198347107438,0.0020185767571125578,7203_2019
7205,H,2019-03-21,55,584,2019-10-10,1115,2019,203,529,2.605911330049261,0.4744394618834081,0.0023371402063222073,7205_2019
7206,B,2019-02-23,72,574,2019-10-10,1110,2019,229,502,2.1921397379912664,0.45225225225225224,0.0019749006648569966,7206_2019
7207,S,2019-02-22,75,588,2019-10-10,1160,2019,230,513,2.2304347826086954,0.44224137931034485,0.0019227886056971514,7207_2019
7209,S,2019-03-16,75,572,2019-10-10,1280,2019,208,497,2.389423076923077,0.38828125,0.001866736778846154,7209_2019
7210,S,2019-03-18,76,530,2019-10-10,1115,2019,206,454,2.203883495145631,0.40717488789237666,0.0019765771256911487,7210_2019
7211,S,2019-03-13,55,568,2019-10-10,1220,2019,211,513,2.4312796208530805,0.4204918032786885,0.00199285214824023,7211_2019
7212,B,2019-02-19,67,586,2019-10-10,1095,2019,233,519,2.227467811158798,0.473972602739726,0.002034217179140455,7212_2019
7214,H,2019-03-14,65,558,2019-10-10,1070,2019,210,493,2.3476190476190477,0.46074766355140184,0.0021940364931019134,7214_2019
7326,H,2019-04-05,78,NA,2019-10-10,1470,2019,188,NA,NA,NA,NA,7326_2019
8306,S,2019-03-14,75,660,2019-10-10,1610,2019,210,585,2.7857142857142856,0.36335403726708076,0.0017302573203194322,8306_2019
8419,H,2019-04-08,84,542,2019-10-10,1495,2019,185,458,2.4756756756756757,0.3063545150501672,0.0016559703516225255,8419_2019
9112,H,2019-04-15,56,534,2019-10-10,1285,2019,178,478,2.6853932584269664,0.3719844357976654,0.0020898002011104796,9112_2019
9366,S,2019-04-10,86,522,2019-10-10,1590,2019,183,436,2.3825136612021858,0.2742138364779874,0.001498436264907035,9366_2019
9400,S,2019-03-28,70,622,2019-10-10,1450,2019,196,552,2.816326530612245,0.38068965517241377,0.0019422941590429273,9400_2019
B864,H,2019-03-15,65,664,2019-10-10,1605,2019,209,599,2.8660287081339715,0.373208722741433,0.0017856876686192966,B864_2019
5136,H,2019-04-06,68,592,2019-10-10,1520,2019,187,524,2.802139037433155,0.3447368421052632,0.0018435125246270758,5136_2019
6154,H,2018-01-30,55,688,2018-10-23,1335,2018,266,633,2.3796992481203008,0.47415730337078654,0.0017825462532736337,6154_2018
6166,H,2018-02-02,65,694,2018-10-23,1290,2018,263,629,2.3916349809885933,0.4875968992248062,0.0018539806054175142,6166_2018
6164,H,2018-02-04,60,638,2018-10-23,1080,2018,261,578,2.21455938697318,0.5351851851851852,0.0020505179509010926,6164_2018
6153,H,2018-02-05,65,668,2018-10-23,1150,2018,260,603,2.3192307692307694,0.5243478260869565,0.002016722408026756,6153_2018
6156,B,2018-02-05,70,664,2018-10-23,1190,2018,260,594,2.2846153846153845,0.4991596638655462,0.0019198448610213317,6156_2018
6158,H,2018-02-06,65,706,2018-10-23,1170,2018,259,641,2.474903474903475,0.5478632478632479,0.0021153021153021154,6158_2018
6152,H,2018-02-06,65,682,2018-10-23,1140,2018,259,617,2.382239382239382,0.5412280701754386,0.002089683668631037,6152_2018
6169,S,2018-02-08,70,688,2018-10-23,1370,2018,257,618,2.404669260700389,0.4510948905109489,0.0017552330370075833,6169_2018
510,H,2018-02-09,75,NA,2018-10-23,NA,2018,256,NA,NA,NA,NA,510_2018
6165,H,2018-02-09,75,622,2018-10-23,1175,2018,256,547,2.13671875,0.465531914893617,0.0018184840425531914,6165_2018
6170,S,2018-02-10,75,NA,2018-10-23,NA,2018,255,NA,NA,NA,NA,6170_2018
3037,S,2018-02-13,80,724,2018-10-23,1595,2018,252,644,2.5555555555555554,0.40376175548589344,0.001602229188436085,3037_2018
2023,S,2018-02-13,75,736,2018-10-23,1750,2018,252,661,2.623015873015873,0.3777142857142857,0.0014988662131519275,2023_2018
6157,B,2018-02-13,75,680,2018-10-23,1185,2018,252,605,2.4007936507936507,0.510548523206751,0.002025986203201393,6157_2018
512,H,2018-02-14,70,610,2018-10-23,1485,2018,251,540,2.151394422310757,0.36363636363636365,0.0014487504527345165,512_2018
5140,H,2018-02-14,70,686,2018-10-23,1160,2018,251,616,2.454183266932271,0.5310344827586206,0.0021156752301140264,5140_2018
6161,B,2018-02-14,75,668,2018-10-23,1260,2018,251,593,2.362549800796813,0.47063492063492063,0.0018750395244419148,6161_2018
3036,S,2018-02-15,70,788,2018-10-23,1540,2018,250,718,2.872,0.4662337662337662,0.001864935064935065,3036_2018
3036,NA,2018-02-15,NA,788,2018-10-23,1540,2018,250,NA,NA,NA,NA,3036_2018
1003,S,2018-02-15,75,702,2018-10-23,1625,2018,250,627,2.508,0.38584615384615384,0.0015433846153846153,1003_2018
6167 BH,H,2018-02-16,NA,NA,2018-10-23,NA,2018,249,NA,NA,NA,NA,6167 BH_2018
3066,B,2018-02-16,75,788,2018-10-23,1330,2018,249,713,2.8634538152610443,0.5360902255639097,0.0021529727934293565,3066_2018
5150,H,2018-02-16,78,712,2018-10-23,1160,2018,249,634,2.5461847389558234,0.5465517241379311,0.002194986843927434,5150_2018
515,H,2018-02-17,70,684,2018-10-23,1365,2018,248,614,2.475806451612903,0.44981684981684983,0.0018137776202292331,515_2018
4434,H,2018-02-17,75,692,2018-10-23,1550,2018,248,617,2.4879032258064515,0.39806451612903226,0.001605098855359001,4434_2018
5148,B,2018-02-17,60,NA,2018-10-23,1535,2018,248,NA,NA,NA,NA,5148_2018
5151,B,2018-02-17,64,638,2018-10-23,1265,2018,248,574,2.314516129032258,0.45375494071146244,0.0018296570189978323,5151_2018
5133,B,2018-02-17,NA,NA,2018-10-23,NA,2018,248,NA,NA,NA,NA,5133_2018
5438,B,2018-02-17,NA,NA,2018-10-23,NA,2018,248,NA,NA,NA,NA,5438_2018
3048,S,2018-02-18,86,NA,2018-10-23,NA,2018,247,NA,NA,NA,NA,3048_2018
5123,S,2018-02-18,74,714,2018-10-23,1305,2018,247,640,2.591093117408907,0.4904214559386973,0.0019855119673631468,5123_2018
5155,S,2018-02-18,72,NA,2018-10-23,1355,2018,247,NA,NA,NA,NA,5155_2018
6160,S,2018-02-19,75,606,2018-10-23,1170,2018,246,531,2.158536585365854,0.45384615384615384,0.0018449030644152595,6160_2018
6168,S,2018-02-18,67,604,2018-10-23,1290,2018,247,537,2.174089068825911,0.41627906976744183,0.0016853403634309386,6168_2018
4111,S,2018-02-19,81,764,2018-10-23,1240,2018,246,683,2.7764227642276422,0.5508064516129032,0.0022390506163126145,4111_2018
7326,H,2018-02-19,80,746,2018-10-23,1550,2018,246,666,2.707317073170732,0.4296774193548387,0.0017466561762391817,7326_2018
1011,S,2018-02-19,97,802,2018-10-23,1420,2018,246,705,2.8658536585365852,0.4964788732394366,0.0020182068017863277,1011_2018
5291,H,2018-02-19,89,718,2018-10-23,1260,2018,246,629,2.5569105691056913,0.4992063492063492,0.002029294102464834,5291_2018
5139,S,2018-02-20,87,722,2018-10-23,1345,2018,245,635,2.5918367346938775,0.4721189591078067,0.001927016159623701,5139_2018
4708,H,2018-02-20,84,726,2018-10-23,1285,2018,245,642,2.620408163265306,0.49961089494163424,0.002039228142618915,4708_2018
4116,H,2018-02-20,94,712,2018-10-23,1430,2018,245,618,2.522448979591837,0.43216783216783217,0.0017639503353789067,4116_2018
5132,S,2018-02-20,89,766,2018-10-23,1615,2018,245,677,2.763265306122449,0.41919504643962846,0.001711000189549504,5132_2018
5122,B,2018-02-21,90,660,2018-10-23,1465,2018,244,570,2.3360655737704916,0.3890784982935154,0.0015945840093996532,5122_2018
6884,H,2018-02-21,85,710,2018-10-23,1410,2018,244,625,2.5614754098360657,0.4432624113475177,0.0018166492268340889,6884_2018
3070,B,2018-02-21,87,768,2018-10-23,1248,2018,244,681,2.790983606557377,0.5456730769230769,0.0022363650693568724,3070_2018
4439,H,2018-02-21,87,646,2018-10-23,1560,2018,244,559,2.290983606557377,0.35833333333333334,0.0014685792349726776,4439_2018
3054,H,2018-02-21,79,710,2018-10-23,1570,2018,244,631,2.5860655737704916,0.40191082802547773,0.0016471755246945808,3054_2018
504,S,2018-02-22,83,730,2018-10-23,1060,2018,243,647,2.662551440329218,0.6103773584905661,0.002511840981442659,504_2018
5067,S,2018-02-22,92,782,2018-10-23,1335,2018,243,690,2.8395061728395063,0.5168539325842697,0.002126970915984649,5067_2018
4106,H,2018-02-22,85,736,2018-10-23,1445,2018,243,651,2.6790123456790123,0.45051903114186853,0.0018539877824768252,4106_2018
503,S,2018-02-22,80,646,2018-10-23,1345,2018,243,566,2.3292181069958846,0.420817843866171,0.0017317606743463827,503_2018
5129,B,2018-02-23,83,684,2018-10-23,1360,2018,242,601,2.4834710743801653,0.44191176470588234,0.0018260816723383567,5129_2018
5430,S,2018-02-24,87,672,2018-10-23,1175,2018,241,585,2.4273858921161824,0.4978723404255319,0.0020658603337159,5430_2018
4095,H,2018-02-24,85,660,2018-10-23,1350,2018,241,575,2.3858921161825726,0.42592592592592593,0.0017673274934685724,4095_2018
3067,S,2018-02-26,92,722,2018-10-23,1570,2018,239,630,2.6359832635983262,0.4012738853503185,0.0016789702315912907,3067_2018
507,H,2018-02-26,79,670,2018-10-23,1190,2018,239,591,2.4728033472803346,0.4966386554621849,0.002077986006117928,507_2018
3041,S,2018-02-26,108,778,2018-10-23,1595,2018,239,670,2.803347280334728,0.4200626959247649,0.001757584501777259,3041_2018
5715,H,2018-02-27,96,668,2018-10-23,1625,2018,238,572,2.403361344537815,0.352,0.0014789915966386554,5715_2018
2031,H,2018-02-27,98,770,2018-10-23,1585,2018,238,672,2.823529411764706,0.42397476340694007,0.001781406568936723,2031_2018
3047,H,2018-02-28,78,692,2018-10-23,1440,2018,237,614,2.590717299578059,0.4263888888888889,0.0017991092358180965,3047_2018
4232,S,2018-02-28,87,658,2018-10-23,1585,2018,237,571,2.409282700421941,0.3602523659305994,0.0015200521769223603,4232_2018
6163,H,2018-03-01,67,574,2018-10-23,1150,2018,236,507,2.1483050847457625,0.4408695652173913,0.0018680913780397936,6163_2018
9106,H,2018-03-02,70,676,2018-10-23,NA,2018,235,606,2.578723404255319,NA,NA,9106_2018
5417,S,2018-03-02,80,NA,2018-10-23,1515,2018,235,NA,NA,NA,NA,5417_2018
4678,S,2018-03-02,78,718,2018-10-23,1425,2018,235,640,2.723404255319149,0.44912280701754387,0.0019111608809257185,4678_2018
4100,S,2018-03-02,76,708,2018-10-23,1265,2018,235,632,2.6893617021276595,0.49960474308300395,0.0021259776301404422,4100_2018
6155,S,2018-03-05,74,602,2018-10-23,1170,2018,232,528,2.2758620689655173,0.4512820512820513,0.0019451812555260832,6155_2018
5386,S,2018-03-04,95,718,2018-10-23,1300,2018,233,623,2.6738197424892705,0.47923076923076924,0.002056784417299439,5386_2018
5214,S,2018-03-05,NA,NA,2018-10-23,NA,2018,232,NA,NA,NA,NA,5214_2018
6172,S,2018-03-06,86,694,2018-10-23,1280,2018,231,608,2.632034632034632,0.475,0.0020562770562770564,6172_2018
3035,H,2018-03-06,86,694,2018-10-23,1350,2018,231,608,2.632034632034632,0.45037037037037037,0.0019496552829886163,3035_2018
4022,S,2018-03-06,82,756,2018-10-23,1270,2018,231,674,2.9177489177489178,0.5307086614173229,0.002297440092715683,4022_2018
5125,H,2018-03-07,70,608,2018-10-23,1280,2018,230,538,2.3391304347826085,0.4203125,0.001827445652173913,5125_2018
2025,B,2018-03-07,NA,NA,2018-10-23,NA,2018,230,NA,NA,NA,NA,2025_2018
6159,H,2018-03-07,76,532,2018-10-23,1250,2018,230,456,1.982608695652174,0.3648,0.0015860869565217392,6159_2018
5141,H,2018-03-07,75,576,2018-10-23,1185,2018,230,501,2.1782608695652175,0.42278481012658226,0.0018381948266373142,5141_2018
3040,S,2018-03-08,86,654,2018-10-23,1385,2018,229,568,2.480349344978166,0.41010830324909747,0.0017908659530528274,3040_2018
5126,H,2018-03-08,74,562,2018-10-23,1375,2018,229,488,2.131004366812227,0.3549090909090909,0.0015498213576816196,5126_2018
B264,S,2018-03-08,62,696,2018-10-23,1345,2018,229,634,2.7685589519650655,0.47137546468401487,0.002058408142724956,B264_2018
B264,S,2018-03-08,60,696,2018-10-23,1345,2018,229,636,2.777292576419214,0.4728624535315985,0.002064901543806107,B264_2018
5136 BH,H,2018-03-08,64,624,2018-10-23,1415,2018,229,560,2.445414847161572,0.3957597173144876,0.0017282083725523477,5136 BH_2018
516,S,2018-03-09,72,614,2018-10-23,NA,2018,228,542,2.3771929824561404,NA,NA,516_2018
2032,S,2018-03-09,84,736,2018-10-23,1620,2018,228,652,2.8596491228070176,0.4024691358024691,0.0017652155079055662,2032_2018
3038,H,2018-03-09,80,680,2018-10-23,1635,2018,228,600,2.6315789473684212,0.3669724770642202,0.0016095284081764044,3038_2018
4097,H,2018-03-09,76,664,2018-10-23,1405,2018,228,588,2.5789473684210527,0.4185053380782918,0.0018355497284135607,4097_2018
514,S,2018-03-09,88,796,2018-10-23,1344,2018,228,708,3.1052631578947367,0.5267857142857143,0.0023104636591478695,514_2018
6527,S,2018-03-09,80,732,2018-10-23,1425,2018,228,652,2.8596491228070176,0.4575438596491228,0.0020067713142505384,6527_2018
4112,S,2018-03-10,78,762,2018-10-23,1540,2018,227,684,3.013215859030837,0.44415584415584414,0.001956633674695349,4112_2018
4107,S,2018-03-10,72,636,2018-10-23,1435,2018,227,564,2.484581497797357,0.39303135888501745,0.0017314156779075658,4107_2018
6162,H,2018-03-11,62,562,2018-10-23,1120,2018,226,500,2.2123893805309733,0.44642857142857145,0.0019753476611883694,6162_2018
4114,S,2018-03-11,66,678,2018-10-23,1290,2018,226,612,2.7079646017699117,0.4744186046511628,0.0020991973657131097,4114_2018
502,S,2018-03-11,80,680,2018-10-23,1175,2018,226,600,2.6548672566371683,0.5106382978723404,0.0022594614950103556,502_2018
4115,S,2018-03-12,84,718,2018-10-23,1385,2018,225,634,2.8177777777777777,0.45776173285198557,0.0020344965904532694,4115_2018
1006,S,2018-03-12,78,640,2018-10-23,1435,2018,225,562,2.497777777777778,0.3916376306620209,0.001740611691831204,1006_2018
